HLA-A34:02	HLA-C06:02	HLA-B57:01	HLA-C07:01	HLA-A02:01	HLA-B08:01	HLA-C16:01	HLA-A29:02	HLA-A03:01	HLA-B44:03	HLA-B07:02	HLA-C07:02	HLA-A24:02	HLA-B15:01	HLA-C03:03	HLA-A26:01	HLA-C02:02	HLA-B44:05	HLA-B27:05	HLA-A30:02	HLA-B57:03	HLA-C18:01	HLA-B39:05	HLA-B51:01	HLA-C01:02	HLA-C03:04	HLA-B40:01	HLA-A01:01	HLA-B55:01	HLA-B27:02	HLA-C04:01	HLA-C05:01	HLA-A68:02	HLA-B53:01	HLA-B18:01	HLA-B56:01	HLA-A30:01	HLA-B13:02	HLA-C12:03	HLA-B44:02	HLA-B38:01	HLA-B14:02	HLA-C08:02	HLA-A11:01	HLA-B13:01
HLA-A24:02	0.066605220679513	0.758463895948326	0.485070592938117	0.76778536798362	0.709036241032503	0.73228278798112	0.460388761684197	0.201934754221395	0.292437397276218	0.287729778657146	0.517118140768512	0.881710386146231	1	0.681669315261354	0.780748395146219	0.459776995951367	0.696648359728191	0.364110161373573	0.62256704928534	0.594678494955425	0.72591265077846	0.737756623166222	0.640624812247722	0.41594310523801	0.746264255461449	0.746706231993406	0.579926591343025	0.26141657217698	0.314564976685985	0.506251943715063	0.878691543866187	0.753203034297206	0.404494174332099	0.628006088529243	0.433165079930037	0.221219456645723	0.55675715946048	0.611323096138244	0.670079776504016	0.293265135018237	0.681046247508396	0.610265553865299	0.670739580538263	0.129102284618984	0.657179963044545
HLA-B15:01	0.196625748875308	0.783299308080514	0.591538050026029	0.861350031130999	0.712124622976612	0.695829420073179	0.747263423568293	0.665149856805444	0.596826665930502	0.342381040498467	0.453272220307721	0.824886100106079	0.681669315261354	1	0.807468375550064	0.678584226993523	0.8597120473407	0.297938973012119	0.615427038703769	0.835704146888813	0.741469249697692	0.700452422653383	0.583346734368584	0.416500409529431	0.720304914526493	0.755574691776923	0.514383115769715	0.693167257406743	0.379129812885764	0.635104334780977	0.4479418354456	0.731851917088529	0.377413616249922	0.470519720272936	0.40561709813384	0.210416221510005	0.633259431874389	0.659334561368136	0.813412596605704	0.411568496525209	0.595643854627422	0.529573270642151	0.787189661869469	0.436868700865941	0.627345363277995
HLA-C03:03	0.155113106389517	0.936117258564928	0.466581724052156	0.930136381365385	0.905624771351402	0.913086607383095	0.536005441519541	0.311756962676012	0.427064008487938	0.236707226606956	0.664187960605657	0.866853853592578	0.780748395146219	0.807468375550064	1	0.538626630263904	0.894382943495269	0.299368908645509	0.670570488781581	0.620011249585054	0.746795398780493	0.916724934602298	0.791998928712796	0.613099789647234	0.956793982462836	0.983482365746924	0.691277860732729	0.47161042415326	0.553703970968795	0.53192561808488	0.5033310865977	0.932293946076875	0.524507853677914	0.496688527154254	0.251710092072717	0.365154622246577	0.652491647354877	0.763602024713561	0.864246638094719	0.260583531620897	0.770025166282496	0.75873924196791	0.92959460858089	0.276708213163877	0.760091358705216
HLA-A26:01	0.518393572213137	0.589309468218828	0.51432192515547	0.640367634486576	0.503714664056877	0.489197182482302	0.658622378181388	0.591497075674948	0.494448274894682	0.538643910019718	0.250660129127112	0.556640396301739	0.459776995951367	0.678584226993523	0.538626630263904	1	0.815023340744022	0.454426769560894	0.431614390110288	0.644551241020984	0.564200942954958	0.446075544011251	0.38975177383198	0.375722546864131	0.478756563804245	0.510706012361678	0.398997266296781	0.514983301546963	0.324786600054987	0.418717817236552	0.375411383467524	0.498881634648012	0.685418363075025	0.658288833099953	0.589732481873079	0.146191220178114	0.441383470733183	0.46010243511237	0.807505074035107	0.636509715923665	0.459724869882271	0.418877787856337	0.508165030556663	0.457590140718099	0.447620633869118
HLA-C02:02	0.333239818255127	0.92628631279653	0.557537320308051	0.907977480815456	0.865783247842902	0.81880583197919	0.687412884843833	0.490925597947184	0.569032266458163	0.359387316491109	0.471857881815543	0.801338746267213	0.696648359728191	0.8597120473407	0.894382943495269	0.815023340744022	1	0.343179890336703	0.638776991268769	0.750540808093555	0.758016876245245	0.817735663700926	0.665001662572899	0.622927313431162	0.858321904283729	0.869848430819475	0.567004542350318	0.557474049349802	0.522720352234392	0.55909490257277	0.457268793346092	0.859472845554762	0.672143584716458	0.587200373314117	0.386750893165631	0.265266986204899	0.686497908993795	0.786223445580935	0.982535899839214	0.42321432448844	0.680737209076153	0.616053522864299	0.835819079594304	0.41267524291353	0.746452453203576
HLA-B44:05	0.0794172903258257	0.293010375166428	0.330409285578478	0.387080702458216	0.281501475706046	0.301505292437876	0.223982903214522	0.22452959056725	0.0679847090152607	0.954296163231843	0.269963757344173	0.367261174004578	0.364110161373573	0.297938973012119	0.299368908645509	0.454426769560894	0.343179890336703	1	0.409013268104268	0.23291063673219	0.321201129154361	0.285356862362535	0.336503981669205	0.121342866614084	0.259717542844852	0.3289960857649	0.777939809494667	0.108830299037192	0.0872338619399586	0.276214749082616	0.351457274109226	0.301051188925218	0.241395239730486	0.560908125242197	0.800499208692801	0.0901708422531619	0.189352989156997	0.247957651425217	0.285333691290318	0.902952212961684	0.476195361959974	0.592361445996489	0.339658578203559	0.0690216067079726	0.398017345560568
HLA-B27:05	0.16416554553184	0.725511177423999	0.43245018433597	0.761271011790862	0.660997993474475	0.680006832686256	0.429557933747754	0.239633509304673	0.43697670745913	0.358098256882217	0.466034044261904	0.712132425265505	0.62256704928534	0.615427038703769	0.670570488781581	0.431614390110288	0.638776991268769	0.409013268104268	1	0.57447918890847	0.638789745020285	0.650669215063678	0.597186394994778	0.299750561808639	0.648270329256588	0.676999202808353	0.646812992040528	0.253899441912667	0.274737636596093	0.894731862746939	0.414232069127628	0.636293349097012	0.325575212077813	0.382419474959128	0.308201175469212	0.202474176959544	0.619113602566432	0.65521747284452	0.616076811695106	0.35094485693513	0.614313549887558	0.700987858226691	0.606712381904175	0.28320322147148	0.62960008558254
HLA-A30:02	0.229391616292141	0.696655066961641	0.770824223687761	0.779935156442683	0.592432949959972	0.522492401241678	0.823205477852353	0.643114923732765	0.625069435656685	0.305803454150075	0.310601177509617	0.69636970978605	0.594678494955425	0.835704146888813	0.620011249585054	0.644551241020984	0.750540808093555	0.23291063673219	0.57447918890847	1	0.861532684025818	0.541596679053745	0.405243527794509	0.334962349764102	0.547074268290294	0.574021929439656	0.374140800674091	0.597554054357596	0.300146069449805	0.617801333340006	0.439594593620575	0.568558719327653	0.408644147223947	0.445436087111853	0.354513911774201	0.121443722581507	0.721733694517404	0.62840474474413	0.717189603761704	0.360144030273559	0.43596483472863	0.343404840388884	0.593940534616823	0.459996129331126	0.624181230691462
HLA-B57:03	0.233466725699325	0.78350712583714	0.863422328001854	0.837972413746702	0.695189728253411	0.668888472202165	0.732280632661224	0.410335091819882	0.488042632303323	0.316960456744963	0.462371887851377	0.759461042933718	0.72591265077846	0.741469249697692	0.746795398780493	0.564200942954958	0.758016876245245	0.321201129154361	0.638789745020285	0.861532684025818	1	0.677199014082811	0.563448868382939	0.415238984425464	0.69135113478815	0.722788417325281	0.541151363990826	0.446473233224579	0.34414146549256	0.564602423101906	0.528065923720326	0.701390701330807	0.50970368240029	0.565291138389432	0.34029689027648	0.18382868658093	0.711412731634844	0.684145170007149	0.733190827621065	0.32676931833137	0.604229485911578	0.527621390724886	0.69512722653733	0.369183011162329	0.711995540610675
HLA-C18:01	0.0823861741185012	0.914176309796696	0.375090902344069	0.854108748622728	0.927389416543636	0.888179857392352	0.387718734729805	0.217100890282233	0.354453016248603	0.208881283691065	0.525819005754494	0.835284029156086	0.737756623166222	0.700452422653383	0.916724934602298	0.446075544011251	0.817735663700926	0.285356862362535	0.650669215063678	0.541596679053745	0.677199014082811	1	0.907273454152488	0.566774846116644	0.93165210929632	0.932309270284162	0.657770516312695	0.420428944358222	0.444847612553891	0.486928796669536	0.465534467273473	0.976657285233505	0.503807929158866	0.407834132797022	0.189264615382984	0.258993088260888	0.614446928986099	0.788744719370036	0.810994652071566	0.217910763758692	0.886251993947683	0.684767774930149	0.905580072454968	0.183590199947667	0.793121261606815
HLA-B39:05	0.0752307562672763	0.739881928449744	0.296674447414785	0.743906976313808	0.72442617220092	0.75434595651719	0.31085618513907	0.164572171881846	0.213333110904212	0.243095114626162	0.553255086129668	0.829024289126996	0.640624812247722	0.583346734368584	0.791998928712796	0.38975177383198	0.665001662572899	0.336503981669205	0.597186394994778	0.405243527794509	0.563448868382939	0.907273454152488	1	0.403973563605142	0.767215665379085	0.804645396310249	0.690839695831511	0.32398016203219	0.334035870593494	0.455527000156986	0.436712049281614	0.826059361758332	0.469601897567272	0.407429510526644	0.211883625023578	0.245554876537287	0.455155411094424	0.602716210855108	0.649729497657927	0.256496334250773	0.970162409286684	0.725071600170369	0.772745383675039	0.134119272765036	0.634401548038698
HLA-B51:01	0.142798600246849	0.667277798711398	0.277928194797853	0.50772035700217	0.645716583541278	0.5872170042526	0.325150553033996	0.13247516622189	0.273231627649069	0.113424864222691	0.465702182755696	0.420250158050858	0.41594310523801	0.416500409529431	0.613099789647234	0.375722546864131	0.622927313431162	0.121342866614084	0.299750561808639	0.334962349764102	0.415238984425464	0.566774846116644	0.403973563605142	1	0.63815480621296	0.611928271257647	0.275247679294048	0.242820133733032	0.686083638815869	0.239291075298682	0.291934535987312	0.629851997264542	0.544874856454843	0.47560571350674	0.210357911544762	0.547294314065619	0.466535025839638	0.684437196474712	0.634294751180186	0.14405420551489	0.411330261102633	0.393365266594118	0.544674944498644	0.157257940985359	0.572965023573296
HLA-C01:02	0.118826528843186	0.947608599225156	0.386924261541121	0.873815565507459	0.95424753603136	0.970192739940486	0.403862386654026	0.178858918908307	0.387873523512598	0.18024361879628	0.608083045639855	0.781410855255341	0.746264255461449	0.720304914526493	0.956793982462836	0.478756563804245	0.858321904283729	0.259717542844852	0.648270329256588	0.547074268290294	0.69135113478815	0.93165210929632	0.767215665379085	0.63815480621296	1	0.972065610021482	0.657436021595007	0.364262820906349	0.543148376329571	0.465360593183574	0.435725566280632	0.94276380308439	0.515646109518082	0.401425669004893	0.174971322839888	0.353366809608805	0.65995829645712	0.808633440055682	0.853050927775153	0.192945179746893	0.74014996802536	0.739314364620557	0.890038312199719	0.17958211087423	0.806599355134986
HLA-C03:04	0.152144283418372	0.938649213719514	0.438663097779845	0.919230682057762	0.928970679469436	0.944556196943636	0.478641174856027	0.279556876211148	0.402284365307365	0.256800161631939	0.640641500175916	0.829252119304744	0.746706231993406	0.755574691776923	0.983482365746924	0.510706012361678	0.869848430819475	0.3289960857649	0.676999202808353	0.574021929439656	0.722788417325281	0.932309270284162	0.804645396310249	0.611928271257647	0.972065610021482	1	0.732634782327395	0.461337196096722	0.526908691225585	0.510688056318896	0.461540409891164	0.944740826386182	0.530255698236262	0.456582856258386	0.230491757968828	0.350484902816859	0.642385257444489	0.780618708388327	0.848495879782985	0.269059867855069	0.780634683912374	0.800622974332557	0.947599982010737	0.26369766484641	0.791566354449365
HLA-B40:01	0.0419220940163091	0.626719872827151	0.348029261779029	0.707269666751588	0.618359459452494	0.691114007670918	0.28326927703155	0.183345722565646	0.169607763694671	0.664392387802375	0.587459094007124	0.666778793960594	0.579926591343025	0.514383115769715	0.691277860732729	0.398997266296781	0.567004542350318	0.777939809494667	0.646812992040528	0.374140800674091	0.541151363990826	0.657770516312695	0.690839695831511	0.275247679294048	0.657436021595007	0.732634782327395	1	0.223353728233169	0.254992884165221	0.443858716933445	0.418158405846926	0.634754659749301	0.36199842600341	0.46000680916865	0.490320267423279	0.238102707224894	0.42938088511303	0.514180006226023	0.513835261467744	0.615442330375892	0.729978647326728	0.910928904721336	0.697609465153337	0.106416747630257	0.631258719374313
HLA-A01:01	0.262471312332764	0.437624521580514	0.450265115383138	0.58652020471435	0.392999802419614	0.318098244776863	0.676846470106504	0.913341817559857	0.504374615429383	0.243648897517437	0.137916279781824	0.47814176076955	0.26141657217698	0.693167257406743	0.47161042415326	0.514983301546963	0.557474049349802	0.108830299037192	0.253899441912667	0.597554054357596	0.446473233224579	0.420428944358222	0.32398016203219	0.242820133733032	0.364262820906349	0.461337196096722	0.223353728233169	1	0.148346189898879	0.360249697617654	0.182679403080595	0.47753450267578	0.251797959124344	0.273073560233356	0.232664778574282	0.0743807978431869	0.309987552501389	0.337835167712167	0.5146578903791	0.310049915630675	0.331021496385739	0.193460909127954	0.667366894988206	0.598367918080624	0.303116789289874
HLA-B55:01	0.144141534968464	0.533156721110545	0.228653533744486	0.436219881483908	0.538801176837188	0.522119603333486	0.255411545576299	0.0623023407028263	0.266844409229064	0.0592689911493071	0.609378473089273	0.360444010323519	0.314564976685985	0.379129812885764	0.553703970968795	0.324786600054987	0.522720352234392	0.0872338619399586	0.274737636596093	0.300146069449805	0.34414146549256	0.444847612553891	0.334035870593494	0.686083638815869	0.543148376329571	0.526908691225585	0.254992884165221	0.148346189898879	1	0.197968203242157	0.208027439781182	0.489846966747999	0.386355400600017	0.366491155933288	0.129301459775683	0.774463846824592	0.433043898226374	0.490702753432699	0.522332694047547	0.0839139576926134	0.294296086811551	0.34496631113104	0.436626880062745	0.192640478946983	0.42002465085444
HLA-B27:02	0.0769963314117385	0.588104157007865	0.45223617571122	0.669675302843919	0.480025349513456	0.485371482603614	0.525711347788198	0.391564454963837	0.397888677485783	0.2872154310525	0.346739141599804	0.647561269900365	0.506251943715063	0.635104334780977	0.53192561808488	0.418717817236552	0.55909490257277	0.276214749082616	0.894731862746939	0.617801333340006	0.564602423101906	0.486928796669536	0.455527000156986	0.239291075298682	0.465360593183574	0.510688056318896	0.443858716933445	0.360249697617654	0.197968203242157	1	0.364598549304872	0.481127714613093	0.257595362741998	0.34993634400844	0.293789838906957	0.149384838907533	0.508396721249825	0.552245669770067	0.522203458466624	0.321821756286745	0.467707614625862	0.522271628809992	0.493228395025051	0.276901424922721	0.513397521140293
HLA-C04:01	0.056737031473661	0.489699364116194	0.404587359677718	0.52546287239762	0.406956357586635	0.426478431061234	0.392536714213499	0.186191032240651	0.145781059498656	0.302670840708208	0.407291203038081	0.731495813869184	0.878691543866187	0.4479418354456	0.5033310865977	0.375411383467524	0.457268793346092	0.351457274109226	0.414232069127628	0.439594593620575	0.528065923720326	0.465534467273473	0.436712049281614	0.291934535987312	0.435725566280632	0.461540409891164	0.418158405846926	0.182679403080595	0.208027439781182	0.364598549304872	1	0.489686870408496	0.371359546664668	0.694231492695087	0.508177767175103	0.206661487727959	0.370878447769789	0.378438299913944	0.428215500705248	0.307792622675518	0.491058572697837	0.420522698003107	0.416406613576302	0.113538256302665	0.4480155972947
HLA-C05:01	0.119978165005484	0.937155165899162	0.414332686596414	0.864746144164829	0.954917823490663	0.886438153758501	0.432003008813816	0.269351650768688	0.393747081620552	0.241117822006665	0.502243534713319	0.808742588569258	0.753203034297206	0.731851917088529	0.932293946076875	0.498881634648012	0.859472845554762	0.301051188925218	0.636293349097012	0.568558719327653	0.701390701330807	0.976657285233505	0.826059361758332	0.629851997264542	0.94276380308439	0.944740826386182	0.634754659749301	0.47753450267578	0.489846966747999	0.481127714613093	0.489686870408496	1	0.540364682160469	0.463158792720901	0.23759546931318	0.269574961252161	0.634646242986836	0.827743476111191	0.854537803284907	0.255982129702399	0.823133847773716	0.650207509704288	0.933812649539171	0.236615937970779	0.815557211209231
HLA-A68:02	0.451134686609594	0.598332909101595	0.39548087175926	0.523804723676763	0.533628497843038	0.494729419935623	0.402610942690315	0.18786074009814	0.25414395420246	0.24445872963226	0.33436022057566	0.458040252974894	0.404494174332099	0.377413616249922	0.524507853677914	0.685418363075025	0.672143584716458	0.241395239730486	0.325575212077813	0.408644147223947	0.50970368240029	0.503807929158866	0.469601897567272	0.544874856454843	0.515646109518082	0.530255698236262	0.36199842600341	0.251797959124344	0.386355400600017	0.257595362741998	0.371359546664668	0.540364682160469	1	0.618444107254499	0.251710626678132	0.237323926170576	0.431182231274495	0.573845003622851	0.698573414436395	0.304683922550181	0.488883736119514	0.414346740352958	0.475282766796006	0.26129838746342	0.508358997440341
HLA-B53:01	0.269597441190207	0.486166716306255	0.547958766093034	0.534277704044969	0.382557901445314	0.400689387004413	0.536565038723887	0.335391420071852	0.223298510948138	0.57579127503953	0.459865659544259	0.597430050666796	0.628006088529243	0.470519720272936	0.496688527154254	0.658288833099953	0.587200373314117	0.560908125242197	0.382419474959128	0.445436087111853	0.565291138389432	0.407834132797022	0.407429510526644	0.47560571350674	0.401425669004893	0.456582856258386	0.46000680916865	0.273073560233356	0.366491155933288	0.34993634400844	0.694231492695087	0.463158792720901	0.618444107254499	1	0.7634518687073	0.384684658339482	0.3002970339871	0.376899643879603	0.553230097982941	0.602497605328851	0.526052271034962	0.448929906114764	0.433612089238996	0.244857373804784	0.458870034046668
HLA-B18:01	0.139254172585857	0.244450772226548	0.385777277415712	0.354455649215466	0.183650062559116	0.207156275206367	0.39810145064929	0.409285558112624	0.14624194432905	0.83729974732458	0.181751136054701	0.401808436507979	0.433165079930037	0.40561709813384	0.251710092072717	0.589732481873079	0.386750893165631	0.800499208692801	0.308201175469212	0.354513911774201	0.34029689027648	0.189264615382984	0.211883625023578	0.210357911544762	0.174971322839888	0.230491757968828	0.490320267423279	0.232664778574282	0.129301459775683	0.293789838906957	0.508177767175103	0.23759546931318	0.251710626678132	0.7634518687073	1	0.13884530548759	0.127365206002069	0.156045127079858	0.324650890238601	0.855070303783513	0.367071110746194	0.388585201821422	0.261965782994439	0.14069596604171	0.308969677615283
HLA-B56:01	0.0524707411373258	0.311253683259311	0.113204656772914	0.279007944818152	0.287438092159916	0.393326632299542	0.133450283689288	0.0335046510445296	0.11108571235727	0.0606219029371672	0.76976275675059	0.266594164955753	0.221219456645723	0.210416221510005	0.365154622246577	0.146191220178114	0.265266986204899	0.0901708422531619	0.202474176959544	0.121443722581507	0.18382868658093	0.258993088260888	0.245554876537287	0.547294314065619	0.353366809608805	0.350484902816859	0.238102707224894	0.0743807978431869	0.774463846824592	0.149384838907533	0.206661487727959	0.269574961252161	0.237323926170576	0.384684658339482	0.13884530548759	1	0.217209163525313	0.259266904777108	0.26253400481519	0.0707148666483658	0.213782314706533	0.346503773868407	0.265135068332328	0.107116415361355	0.243641926083803
